,Date,Open,High,Low,Close
1,2018-01-02,3.43962285942274,7.524175004987245,0.0,7.524175004987245
2,2018-01-03,0.0,5.1594342891341105,0.0,4.944457860420188
3,2018-01-04,0.0,10.318868578268221,0.0,7.524175004987245
4,2018-01-05,6.879245718845478,6.879245718845478,0.0,2.5797171445670553
7,2018-01-08,6.4410245372363315,12.204046491605682,0.1695006457167456,7.28852776582006
8,2018-01-09,0.1695006457167456,9.661536805854501,0.1695006457167456,9.661536805854501
9,2018-01-10,0.1695006457167456,12.204046491605682,0.1695006457167456,2.542509685751184
10,2018-01-11,3.3900129143349123,12.373547137322431,2.542509685751184,2.542509685751184
11,2018-01-12,3.3900129143349123,12.543047783039176,0.1695006457167456,0.1695006457167456
15,2018-01-16,2.2035083943176934,6.6105251829530784,0.1695006457167456,3.3900129143349123
16,2018-01-17,2.2035083943176934,6.6105251829530784,0.1695006457167456,6.6105251829530784
17,2018-01-18,2.2035083943176934,8.644532931554025,0.1695006457167456,5.085019371502368
18,2018-01-19,0.1695006457167456,6.949526474386571,0.1695006457167456,1.8645071028842015
21,2018-01-22,2.2600086095566083,8.051280671545419,0.14125053809728802,8.051280671545419
22,2018-01-23,2.2600086095566083,4.096265604821352,1.6950064571674563,3.3900129143349127
23,2018-01-24,0.14125053809728802,6.6387752905725375,0.14125053809728802,6.6387752905725375
24,2018-01-25,0.14125053809728802,8.192531209642704,0.14125053809728802,5.085019371502368
25,2018-01-26,0.14125053809728802,6.921276366767111,0.14125053809728802,3.5312634524322
28,2018-01-29,0.2582866982350409,8.006887645286268,0.2582866982350409,0.2582866982350409
29,2018-01-30,2.324580284115368,8.265174343521311,1.8080068876452864,4.907447266465779
30,2018-01-31,2.324580284115368,4.907447266465779,0.2582866982350409,3.357727077055532
31,2018-02-01,2.324580284115368,9.814894532931557,0.2582866982350409,4.907447266465779
32,2018-02-02,4.649160568230736,9.040034438226431,0.2582866982350409,8.52346104175635
35,2018-02-05,12.871287128712874,12.871287128712874,1.98019801980198,4.950495049504951
36,2018-02-06,39.603960396039604,47.52475247524754,24.752475247524753,34.653465346534645
37,2018-02-07,10.891089108910892,10.891089108910892,3.96039603960396,5.940594059405942
38,2018-02-08,9.900990099009901,9.900990099009901,0.99009900990099,6.930693069306932
39,2018-02-09,5.940594059405942,10.891089108910892,1.98019801980198,7.920792079207921
42,2018-02-12,4.185418541854186,6.750675067506751,3.2403240324032403,6.2106210621062115
43,2018-02-13,5.940594059405942,5.940594059405942,0.135013501350135,1.4851485148514854
44,2018-02-14,7.8307830783078325,7.8307830783078325,1.7551755175517552,4.32043204320432
45,2018-02-15,2.16021602160216,5.1305130513051305,0.135013501350135,4.725472547254724
46,2018-02-16,0.135013501350135,3.78037803780378,0.135013501350135,3.2403240324032403
50,2018-02-20,0.135013501350135,3.6453645364536453,0.135013501350135,1.7551755175517552
51,2018-02-21,0.135013501350135,8.64086408640864,0.135013501350135,5.1305130513051305
52,2018-02-22,0.135013501350135,6.615661566156616,0.135013501350135,0.135013501350135
53,2018-02-23,0.135013501350135,5.4005400540054005,0.135013501350135,5.4005400540054005
56,2018-02-26,0.14947923363764948,5.0822939436800825,0.14947923363764948,3.438022373665938
57,2018-02-27,4.633856242767132,5.0822939436800825,0.14947923363764948,3.438022373665938
58,2018-02-28,0.14947923363764948,5.0822939436800825,0.14947923363764948,1.793750803651794
59,2018-03-01,2.391667738202392,6.427607046418928,0.14947923363764948,3.587501607303588
60,2018-03-02,4.783335476404783,7.623440915520122,2.2421885045647416,7.175003214607176
63,2018-03-05,3.7369808409412366,8.819274784621319,0.14947923363764948,2.84010543911534
64,2018-03-06,0.14947923363764948,8.370837083708372,0.14947923363764948,8.370837083708372
65,2018-03-07,0.14947923363764948,8.520316317346019,0.14947923363764948,8.520316317346019
66,2018-03-08,0.14947923363764948,11.36042175646136,0.14947923363764948,11.36042175646136
67,2018-03-09,0.14947923363764948,8.968754018258966,0.14947923363764948,8.968754018258966
70,2018-03-12,0.19100124298144103,13.56108825168231,0.19100124298144103,0.19100124298144103
71,2018-03-13,0.19100124298144103,13.943090737645194,0.19100124298144103,5.730037289443231
72,2018-03-14,0.19100124298144103,11.269073335905018,0.19100124298144103,11.269073335905018
73,2018-03-15,0.19100124298144103,17.381113111311127,0.19100124298144103,3.0560198877030564
74,2018-03-16,0.19100124298144103,11.842077064849342,0.19100124298144103,11.842077064849342
77,2018-03-19,0.3145902825576675,5.977215368595682,0.3145902825576675,0.3145902825576675
78,2018-03-20,0.3145902825576675,25.167222604613404,0.3145902825576675,3.1459028255766754
79,2018-03-21,0.3145902825576675,11.639840454633699,0.3145902825576675,11.639840454633699
80,2018-03-22,0.3145902825576675,11.954430737191364,0.3145902825576675,5.977215368595682
81,2018-03-23,11.954430737191364,15.100333562768045,0.3145902825576675,6.291805651153351
84,2018-03-26,4.011026102610262,9.673651188648275,3.0672552549372583,6.1345105098745165
85,2018-03-27,0.2359427119182507,11.797135595912533,0.2359427119182507,3.0672552549372583
86,2018-03-28,0.2359427119182507,13.21279186742204,0.2359427119182507,3.30319796685551
87,2018-03-29,8.257994917138772,15.572218986604545,0.2359427119182507,0.2359427119182507
91,2018-04-02,0.18433024368613327,15.299410225949067,0.18433024368613327,9.216512184306668
92,2018-04-03,11.6128053522264,11.981465839598664,0.18433024368613327,6.082898041642401
93,2018-04-04,7.926200478503732,9.032181940620534,0.18433024368613327,3.1336141426642663
94,2018-04-05,4.055265361094933,12.350126326970932,0.18433024368613327,12.350126326970932
95,2018-04-06,16.036731200693602,16.036731200693602,0.18433024368613327,9.585172671678931
98,2018-04-09,0.2697515761260488,11.869069349546145,0.2697515761260488,6.204286250899122
99,2018-04-10,0.2697515761260488,9.171553588285658,0.2697515761260488,0.2697515761260488
100,2018-04-11,7.822795707655413,10.520311468915905,0.2697515761260488,3.237018913512585
101,2018-04-12,8.092547283781464,22.659132394588088,0.2697515761260488,6.204286250899122
102,2018-04-13,0.2697515761260488,13.48757880630244,0.2697515761260488,6.47403782702517
105,2018-04-16,0.1770244718327195,9.028248063468697,0.1770244718327195,3.186440492988951
106,2018-04-17,0.1770244718327195,15.401129049446595,0.1770244718327195,9.382297007134136
107,2018-04-18,0.1770244718327195,7.4350278169742205,0.1770244718327195,3.3634649648216706
108,2018-04-19,0.1770244718327195,9.913370422632292,0.1770244718327195,9.913370422632292
109,2018-04-20,4.425611795817988,6.90395440147606,0.1770244718327195,6.90395440147606
112,2018-04-23,3.9830506162361887,6.63841769372698,0.2655367077490792,0.2655367077490792
113,2018-04-24,3.9830506162361887,7.169491109225138,3.1864404929889503,3.1864404929889503
114,2018-04-25,4.248587323985268,9.028248063468697,0.2655367077490792,9.028248063468697
115,2018-04-26,0.2655367077490792,6.107344278228823,0.2655367077490792,3.1864404929889503
116,2018-04-27,0.2655367077490792,13.011298679704886,0.2655367077490792,13.011298679704886
119,2018-04-30,0.2246849065569132,9.661450981947267,0.2246849065569132,9.661450981947267
120,2018-05-01,4.493698131138264,22.69317556224823,3.3702735983536978,3.3702735983536978
121,2018-05-02,0.2246849065569132,9.21208116883344,0.2246849065569132,6.515862290150483
122,2018-05-03,0.2246849065569132,9.436766075390354,0.2246849065569132,3.3702735983536978
123,2018-05-04,0.2246849065569132,13.256409486857876,0.2246849065569132,3.5949585049106116
126,2018-05-07,0.2246849065569132,11.23424532784566,0.2246849065569132,0.2246849065569132
127,2018-05-08,4.94306794425209,15.053888739313187,0.2246849065569132,4.044328318024438
128,2018-05-09,0.2246849065569132,11.683615140959489,0.2246849065569132,11.683615140959489
129,2018-05-10,0.2246849065569132,9.21208116883344,0.2246849065569132,4.044328318024438
130,2018-05-11,0.2246849065569132,8.088656636048876,0.2246849065569132,4.269013224581351
133,2018-05-14,5.392437757365917,12.132984954073311,0.2246849065569132,8.538026449162702
134,2018-05-15,0.2246849065569132,8.313341542605789,0.2246849065569132,0.2246849065569132
135,2018-05-16,15.952628365540841,15.952628365540841,0.2246849065569132,4.493698131138264
136,2018-05-17,0.2246849065569132,8.538026449162702,0.2246849065569132,4.493698131138264
137,2018-05-18,5.8418075704797445,13.256409486857876,0.2246849065569132,0.2246849065569132
